"ii","rr","ss","Val"
"ofd","KOR","AFR",0.00150240895339785
"ofd","KOR","IDZ",0.000327870086721527
"ofd","CAN","CHN",2.02584855691609E-6
"ofd","CAN","JPN",2.01186484716231E-6
"ofd","CAN","KOR",1.96995716805759E-6
"ofd","CAN","TWN",1.96635342408769E-6
"ofd","CAN","IND",1.98226017811276E-6
"ofd","CAN","USA",2.0309430203147E-6
"ofd","CAN","MEX",2.03127898812383E-6
"ofd","CAN","BRA",2.02782397562551E-6
"ofd","CAN","RUS",2.05342670445141E-6
"ofd","CAN","LAM",1.53856389568766E-6
"ofd","CAN","EUR",1.99769310372029E-6
"ofd","CAN","ROE",1.93759178699698E-6
"ofd","CAN","ASI",2.00098379754616E-6
"ofd","CAN","REA",2.01856546795868E-6
"ofd","CAN","ANZ",1.97496020057868E-6
"ofd","CAN","MES",1.99070986277467E-6
"ofd","CAN","AFR",1.95423257511232E-6
"ofd","CAN","IDZ",1.99208160012176E-6
"ofd","EUR","CHN",0.00258192344806685
"ofd","EUR","JPN",0.00416699451769937
"ofd","EUR","KOR",0.00618113101809727
"ofd","EUR","TWN",0.00390053331133198
"ofd","EUR","IND",0.00981154149376272
"ofd","EUR","CAN",0.00389242287760267
"ofd","EUR","USA",0.00216374701222684
"ofd","EUR","MEX",0.00255007019614352
"ofd","EUR","BRA",0.00365867617181728
"ofd","EUR","RUS",0.00166731459050291
"ofd","EUR","LAM",0.00310569836731011
"ofd","EUR","EUR",0.000748342185734271
"ofd","EUR","ROE",0.00215814318596523
"ofd","EUR","ASI",0.00483638533583413
"ofd","EUR","REA",0.00301745979202205
"ofd","EUR","ANZ",0.00526730206361329
"ofd","EUR","MES",0.00345227951716827
"ofd","EUR","AFR",0.0034197942111429
"ofd","EUR","IDZ",0.00513109832838674
"b_t","KOR","CAN",1.9733663846333E-6
"b_t","KOR","LAM",1.43340104372826E-8
"b_t","KOR","EUR",4.96508946624219E-5
"b_t","KOR","ANZ",2.04572306597835E-6
"b_t","KOR","MES",4.9820939572142E-9
"b_t","KOR","AFR",1.74684430813244E-7
"b_t","KOR","IDZ",1.9882010680039E-6
"b_t","EUR","CHN",0.00120448556328053
"b_t","EUR","JPN",0.000381410566864154
"b_t","EUR","KOR",0.000694551051003541
"b_t","EUR","TWN",0.00042149191764315
"b_t","EUR","IND",0.000701371786435936
"b_t","EUR","CAN",0.00107151498069968
"b_t","EUR","MEX",0.000628806939155689
"b_t","EUR","BRA",0.000543035995827715
"b_t","EUR","RUS",0.00562133665818009
"b_t","EUR","LAM",0.000228756870313295
"b_t","EUR","ROE",0.000203257048967557
"b_t","EUR","ASI",0.000364206493011025
"b_t","EUR","REA",0.000573015505638501
"b_t","EUR","ANZ",0.000105647303418778
"b_t","EUR","MES",6.46150720841209E-5
"b_t","EUR","AFR",0.00318277422332547
"b_t","EUR","IDZ",0.000542508481308381
"tex","CHN","CHN",-0.0183662549208336
"tex","CHN","JPN",-0.0400519296249173
"tex","CHN","KOR",-0.0394880887804555
"tex","CHN","TWN",-0.0335952118591378
"tex","CHN","IND",-0.0400036486236847
"tex","CHN","CAN",-0.0376724893853752
"tex","CHN","USA",-0.25099610652061
"tex","CHN","MEX",-0.0387645860029216
"tex","CHN","BRA",-0.0401799300809403
"tex","CHN","RUS",-0.0402313139106782
"tex","CHN","LAM",-0.0399803841694507
"tex","CHN","EUR",-0.149339575862487
"tex","CHN","ROE",-0.0401191612404316
"tex","CHN","ASI",-0.0390249538599197
"tex","CHN","REA",-0.0398457620624473
"tex","CHN","ANZ",-0.0396924417092519
"tex","CHN","MES",-0.0399687950278465
"tex","CHN","AFR",-0.040025789794684
"tex","CHN","IDZ",-0.0397533718580822
"tex","IND","CHN",-0.0120410532122115
"tex","IND","JPN",-0.0120410814568865
"tex","IND","KOR",-0.0120410335595389
"tex","IND","TWN",-0.0120410843682643
"tex","IND","CAN",-0.012041059273814
"tex","IND","USA",-0.012041033058197
"tex","IND","MEX",-0.0120410666138167
"tex","IND","BRA",-0.0120410372281294
"tex","IND","RUS",-0.0120410636856154
"tex","IND","LAM",-0.0120410489826755
"tex","IND","EUR",-0.0120410649822566
"tex","IND","ROE",-0.0120410741412022
"tex","IND","ASI",-0.012041051056535
"tex","IND","REA",-0.0120410568300835
"tex","IND","ANZ",-0.0120410461408406
"tex","IND","MES",-0.0120410313202209
"tex","IND","AFR",-0.0120410543726466
"tex","IND","IDZ",-0.0120410550539836
"tex","USA","CHN",-0.00100412924423687
"tex","USA","JPN",-0.00100416206507603
"tex","USA","KOR",-0.001004099467796
"tex","USA","TWN",-0.00100416494408573
"tex","USA","IND",-0.00100416041116902
"tex","USA","BRA",-0.00100416129667469
"tex","USA","RUS",-0.00100414170935448
"tex","USA","LAM",-0.0010041542474882
"tex","USA","EUR",-0.00100414622890164
"tex","USA","ROE",-0.00100410326384797
"tex","USA","ASI",-0.00100412360346494
"tex","USA","REA",-0.00100411158723489
"tex","USA","ANZ",-0.00100410202360817
"tex","USA","MES",-0.00100413984219155
"tex","USA","AFR",-0.00100412982866095
"tex","USA","IDZ",-0.00100416391399816
"tex","BRA","CHN",-0.0357621404288188
"tex","BRA","JPN",-0.0357621490214257
"tex","BRA","KOR",-0.0357622034241352
"tex","BRA","TWN",-0.0357621698763875
"tex","BRA","IND",-0.0357622012410659
"tex","BRA","CAN",-0.0357621473662404
"tex","BRA","USA",-0.0357621484376291
"tex","BRA","MEX",-0.0357622057055209
"tex","BRA","RUS",-0.0357621680390046
"tex","BRA","LAM",-0.0357621483933728
"tex","BRA","EUR",-0.0357621668134982
"tex","BRA","ROE",-0.0357621439317225
"tex","BRA","ASI",-0.035762184286796
"tex","BRA","REA",-0.0357621677472569
"tex","BRA","ANZ",-0.0357621649686006
"tex","BRA","MES",-0.0357621775084172
"tex","BRA","AFR",-0.0357621604735674
"tex","BRA","IDZ",-0.0357621318699519
"tex","RUS","CHN",-0.0696597390845048
"tex","RUS","JPN",-0.0696597178803975
"tex","RUS","KOR",-0.0696596646252272
"tex","RUS","TWN",-0.0696597271704158
"tex","RUS","IND",-0.0696597296909343
"tex","RUS","CAN",-0.0696597170561652
"tex","RUS","USA",-0.0696596698373753
"tex","RUS","BRA",-0.0696596779925958
"tex","RUS","LAM",-0.0696597180247911
"tex","RUS","EUR",-0.0696597002326834
"tex","RUS","ROE",-0.0696597351288901
"tex","RUS","ASI",-0.0696597125925551
"tex","RUS","REA",-0.0696597104870741
"tex","RUS","ANZ",-0.0696597027985527
"tex","RUS","MES",-0.0696597254350227
"tex","RUS","AFR",-0.0696596770628142
"tex","RUS","IDZ",-0.0696596850719531
"tex","LAM","CHN",-0.00253834697834522
"tex","LAM","JPN",-0.000967614829715796
"tex","LAM","KOR",-0.00147032365173353
"tex","LAM","TWN",-0.000727176727330111
"tex","LAM","IND",-0.00250909218375624
"tex","LAM","CAN",-0.000909893917912267
"tex","LAM","USA",-0.0011671535965607
"tex","LAM","MEX",-0.00112345900903145
"tex","LAM","BRA",-0.00109380718914933
"tex","LAM","RUS",-0.0009508644079617
"tex","LAM","LAM",-0.00259546026014271
"tex","LAM","EUR",-0.00163923663290536
"tex","LAM","ROE",-0.00231198269569383
"tex","LAM","ASI",-0.000514868485102139
"tex","LAM","REA",-0.002876040472735
"tex","LAM","ANZ",-0.00080069092137078
"tex","LAM","MES",-0.00221782128865747
"tex","LAM","AFR",-0.000555663151745141
"tex","LAM","IDZ",-2.95225041460573E-5
"tex","ROE","CHN",-0.00882134655721542
"tex","ROE","JPN",-0.00193196677498468
"tex","ROE","KOR",-0.0151370708522976
"tex","ROE","TWN",-0.00138836604739703
"tex","ROE","IND",-0.0115041644478149
"tex","ROE","CAN",-0.00112345724836358
"tex","ROE","USA",-0.00195617404283394
"tex","ROE","MEX",-0.00144395517020892
"tex","ROE","BRA",-0.00069535671659549
"tex","ROE","RUS",-0.0131656069224078
"tex","ROE","LAM",-0.00175334440967638
"tex","ROE","EUR",-0.00113270105593845
"tex","ROE","ROE",-0.0137182622030564
"tex","ROE","ASI",-0.000539119622475398
"tex","ROE","REA",-0.00614628558386045
"tex","ROE","ANZ",-0.000865075901713011
"tex","ROE","MES",-0.00230953643548146
"tex","ROE","AFR",-0.000327045835165221
"tex","ROE","IDZ",-0.000932897049760258
"tex","ASI","CHN",-0.00526043210076511
"tex","ASI","JPN",-0.00563548840916588
"tex","ASI","KOR",-0.00403000162689944
"tex","ASI","TWN",-0.00387110865227492
"tex","ASI","IND",-0.00507732623053285
"tex","ASI","CAN",-0.00541815345474962
"tex","ASI","USA",-0.00563671966100791
"tex","ASI","MEX",-0.00504328790339331
"tex","ASI","BRA",-0.00497017712811053
"tex","ASI","RUS",-0.00484856488191559
"tex","ASI","LAM",-0.00543333044183769
"tex","ASI","EUR",-0.0057600422302552
"tex","ASI","ROE",-0.00401947408977299
"tex","ASI","ASI",-0.00344756040333399
"tex","ASI","REA",-0.00515480362457547
"tex","ASI","ANZ",-0.00546928536608967
"tex","ASI","MES",-0.00526075128134836
"tex","ASI","AFR",-0.0051405008328299
"tex","ASI","IDZ",-0.00392638670075814
"tex","REA","CHN",-0.000743500860701395
"tex","REA","JPN",0.00208010027899733
"tex","REA","KOR",0.000328627413247508
"tex","REA","TWN",-0.00025125860141742
"tex","REA","IND",0.00314821917572581
"tex","REA","CAN",0.0058795347063151
"tex","REA","USA",0.00125841886600574
"tex","REA","MEX",0.00431150415273041
"tex","REA","BRA",0.00371406107964347
"tex","REA","RUS",0.00654941564445944
"tex","REA","LAM",0.000669449613126614
"tex","REA","EUR",0.00704278808312785
"tex","REA","ROE",0.00424203607829937
"tex","REA","ASI",0.000627294094552008
"tex","REA","REA",4.65566330343615E-5
"tex","REA","ANZ",0.0049432108594086
"tex","REA","MES",0.00270294970403024
"tex","REA","AFR",0.00151327196414893
"tex","REA","IDZ",0.000716007549608291
"tex","ANZ","CHN",-0.00767787727546388
"tex","ANZ","JPN",-0.00362648840760999
"tex","ANZ","KOR",-0.000275130929505766
"tex","ANZ","TWN",-1.27885805460986E-5
"tex","ANZ","IND",-0.00583857898617915
"tex","ANZ","CAN",-0.00881245756624726
"tex","ANZ","USA",-0.00550540995806309
"tex","ANZ","MEX",-0.00483639828022304
"tex","ANZ","BRA",-0.00301321004094841
"tex","ANZ","RUS",-0.00697548273521555
"tex","ANZ","LAM",-0.00582563611603059
"tex","ANZ","EUR",-0.00817344492595293
"tex","ANZ","ROE",-0.00626021106205388
"tex","ANZ","ASI",-0.00152594199543259
"tex","ANZ","REA",-0.00840855823104365
"tex","ANZ","ANZ",-0.000966619036314168
"tex","ANZ","MES",-0.0056837335640505
"tex","ANZ","AFR",-0.00560661572165254
"tex","ANZ","IDZ",-0.00095618994986399
"tex","MES","CHN",-0.00374467707095392
"tex","MES","JPN",0.000373233177345096
"tex","MES","KOR",-0.00723043076589949
"tex","MES","TWN",-0.00277503396504677
"tex","MES","IND",-0.000324602930905983
"tex","MES","CAN",-0.00515869682312732
"tex","MES","USA",-0.0346652915197313
"tex","MES","MEX",-0.00308447821770389
"tex","MES","BRA",0.000658172012283234
"tex","MES","RUS",-0.00116863113013185
"tex","MES","LAM",-0.00554653788686941
"tex","MES","EUR",-0.00121113443583193
"tex","MES","ROE",0.00109536144764525
"tex","MES","ASI",-0.000719956484983505
"tex","MES","REA",0.000846801183247642
"tex","MES","ANZ",-0.00055553068565857
"tex","MES","MES",-0.000492386549339663
"tex","MES","AFR",-0.00197164460274457
"tex","MES","IDZ",-0.000467710771645583
"tex","AFR","CHN",-0.0352566518036089
"tex","AFR","JPN",-0.0260270362307824
"tex","AFR","KOR",-0.0244760360617724
"tex","AFR","TWN",-0.0249372469687042
"tex","AFR","IND",-0.0281272746934054
"tex","AFR","CAN",-0.0104961670610672
"tex","AFR","USA",-0.0157914661130233
"tex","AFR","MEX",-0.0140418425260795
"tex","AFR","BRA",-0.00661706978462305
"tex","AFR","RUS",-0.00753425427547379
"tex","AFR","LAM",-0.0323506525581989
"tex","AFR","EUR",-0.00415286139790244
"tex","AFR","ROE",-0.00233554196733138
"tex","AFR","ASI",-0.0334446875370601
"tex","AFR","REA",-0.0322679659600706
"tex","AFR","ANZ",-0.0256139453294126
"tex","AFR","MES",-0.0135030201563646
"tex","AFR","AFR",-0.0589438412548392
"tex","AFR","IDZ",-0.0168113832224999
"tex","IDZ","CHN",-0.0081483340589333
"tex","IDZ","JPN",-0.00814836049942902
"tex","IDZ","KOR",-0.00814830988694748
"tex","IDZ","TWN",-0.00814831231188329
"tex","IDZ","IND",-0.00814833125921877
"tex","IDZ","CAN",-0.00814834837874834
"tex","IDZ","USA",-0.00814836024268217
"tex","IDZ","MEX",-0.00814834488563831
"tex","IDZ","BRA",-0.00814831944947048
"tex","IDZ","RUS",-0.00814837070601704
"tex","IDZ","LAM",-0.00814833336061223
"tex","IDZ","EUR",-0.00814833405720927
"tex","IDZ","ROE",-0.00814828824384551
"tex","IDZ","ASI",-0.00814832178431893
"tex","IDZ","REA",-0.00814836097107007
"tex","IDZ","ANZ",-0.00814835208567483
"tex","IDZ","MES",-0.00814835214912326
"tex","IDZ","AFR",-0.00814836830393474
"wap","CHN","CHN",-0.0127307595125945
"wap","CHN","JPN",-0.0231749920463802
"wap","CHN","KOR",-0.0227695370613323
"wap","CHN","TWN",-0.0181232723996154
"wap","CHN","IND",-0.0225925471775102
"wap","CHN","CAN",-0.0223855587081613
"wap","CHN","USA",-0.806490630112387
"wap","CHN","MEX",-0.0212097870188167
"wap","CHN","BRA",-0.0231412028873089
"wap","CHN","RUS",-0.0232042631971549
"wap","CHN","LAM",-0.0230970968790646
"wap","CHN","EUR",-0.195996714679766
"wap","CHN","ROE",-0.0231723129008474
"wap","CHN","ASI",-0.0227314304828296
"wap","CHN","REA",-0.023192297832612
"wap","CHN","ANZ",-0.0230349275751544
"wap","CHN","MES",-0.0231286985090557
"wap","CHN","AFR",-0.0231235312635282
"wap","CHN","IDZ",-0.0229780750358709
"wap","IND","CHN",-0.0150680566835965
"wap","IND","JPN",-0.0150680270639194
"wap","IND","KOR",-0.0150680369521312
"wap","IND","TWN",-0.0150680279024724
"wap","IND","CAN",-0.0150680366448623
"wap","IND","USA",-0.0150680706177633
"wap","IND","MEX",-0.0150680504553826
"wap","IND","BRA",-0.0150680802628256
"wap","IND","RUS",-0.0150680748859484
"wap","IND","LAM",-0.0150680733700444
"wap","IND","EUR",-0.0150680631471455
"wap","IND","ROE",-0.0150680824247245
"wap","IND","ASI",-0.0150680675423205
"wap","IND","REA",-0.0150680486985496
"wap","IND","ANZ",-0.0150680565334316
"wap","IND","MES",-0.0150680577713862
"wap","IND","AFR",-0.0150680490532293
"wap","IND","IDZ",-0.0150680671659629
"wap","USA","CHN",-0.000195728784154091
"wap","USA","JPN",-0.000195729679177248
"wap","USA","KOR",-0.000195698436162628
"wap","USA","TWN",-0.000195662227703508
"wap","USA","IND",-0.00019574147070367
"wap","USA","BRA",-0.000195710554390605
"wap","USA","RUS",-0.000195737684786756
"wap","USA","LAM",-0.000195699909824912
"wap","USA","EUR",-0.000195710701818056
"wap","USA","ROE",-0.000195702575127155
"wap","USA","ASI",-0.000195734406752844
"wap","USA","REA",-0.000195718097759507
"wap","USA","ANZ",-0.000195709411861747
"wap","USA","MES",-0.000195708761713812
"wap","USA","AFR",-0.000195703389802516
"wap","USA","IDZ",-0.000195672295979055
"wap","BRA","CHN",-0.0223188065484099
"wap","BRA","JPN",-0.0223187941953868
"wap","BRA","KOR",-0.0223187994589806
"wap","BRA","TWN",-0.0223188280727493
"wap","BRA","IND",-0.0223187674216501
"wap","BRA","CAN",-0.0223188132698113
"wap","BRA","USA",-0.0223188054882362
"wap","BRA","MEX",-0.022318786176075
"wap","BRA","RUS",-0.0223187910676443
"wap","BRA","LAM",-0.0223187893998459
"wap","BRA","EUR",-0.0223187776415388
"wap","BRA","ROE",-0.0223187851477358
"wap","BRA","ASI",-0.0223187941623694
"wap","BRA","REA",-0.0223187969676573
"wap","BRA","ANZ",-0.0223187917382872
"wap","BRA","MES",-0.0223187847514759
"wap","BRA","AFR",-0.0223187672796893
"wap","BRA","IDZ",-0.0223188285781157
"wap","RUS","CHN",-0.0845550303452093
"wap","RUS","JPN",-0.084555033043866
"wap","RUS","KOR",-0.0845550319502917
"wap","RUS","TWN",-0.0845550457135098
"wap","RUS","IND",-0.0845550510509974
"wap","RUS","CAN",-0.0845550580110579
"wap","RUS","USA",-0.0845550032674935
"wap","RUS","MEX",-0.0845550275446292
"wap","RUS","BRA",-0.0845550480348289
"wap","RUS","LAM",-0.0845550221139357
"wap","RUS","EUR",-0.084555017736784
"wap","RUS","ROE",-0.08455501482817
"wap","RUS","ASI",-0.0845550150269957
"wap","RUS","REA",-0.084555021660098
"wap","RUS","ANZ",-0.0845550263534437
"wap","RUS","MES",-0.0845550212318824
"wap","RUS","AFR",-0.0845549933850381
"wap","RUS","IDZ",-0.0845550242514796
"wap","LAM","CHN",-0.00103226866404191
"wap","LAM","JPN",-0.000858905732449816
"wap","LAM","KOR",-0.000857928529505155
"wap","LAM","TWN",-0.000741376726915667
"wap","LAM","IND",-0.000829148386370995
"wap","LAM","CAN",-0.0018127200144234
"wap","LAM","USA",-0.00190268052152207
"wap","LAM","MEX",0.000630288374790119
"wap","LAM","BRA",-0.00101183315572736
"wap","LAM","RUS",-0.00150133647687155
"wap","LAM","LAM",-0.000407068631082372
"wap","LAM","EUR",-0.00103678100943676
"wap","LAM","ROE",-0.00109451421070926
"wap","LAM","ASI",-0.00070750154437601
"wap","LAM","REA",-0.001056141883235
"wap","LAM","ANZ",-0.000711466937834822
"wap","LAM","MES",-0.000781060823874918
"wap","LAM","AFR",-0.00071650860035493
"wap","LAM","IDZ",-0.000834488784544772
"wap","ROE","CHN",-0.00057491029071572
"wap","ROE","JPN",-0.00135890195969461
"wap","ROE","KOR",-0.000906446296100309
"wap","ROE","TWN",-0.00163449837588919
"wap","ROE","IND",-0.00197615673911851
"wap","ROE","CAN",-0.000562114231412342
"wap","ROE","USA",-0.00119945583064813
"wap","ROE","MEX",-0.00325130761838015
"wap","ROE","BRA",-0.00140379205154499
"wap","ROE","RUS",-0.0214694770525548
"wap","ROE","LAM",-0.000506900615875103
"wap","ROE","EUR",-0.00102504263082285
"wap","ROE","ROE",-0.00492081629525379
"wap","ROE","ASI",-0.000454218504204062
"wap","ROE","REA",-0.00619495772823157
"wap","ROE","ANZ",-0.000751272932616991
"wap","ROE","MES",0.000209564777016652
"wap","ROE","AFR",0.000229848717355396
"wap","ROE","IDZ",-0.00135760205725017
"wap","ASI","CHN",-0.00353958575340151
"wap","ASI","JPN",-0.00368835654698642
"wap","ASI","KOR",-0.00400668158107583
"wap","ASI","TWN",-0.00375346769772673
"wap","ASI","IND",-0.00400797287071877
"wap","ASI","CAN",-0.00372873574811359
"wap","ASI","USA",-0.0035484557414199
"wap","ASI","MEX",-0.00244114996564554
"wap","ASI","BRA",-0.00303788788493316
"wap","ASI","RUS",-0.00409787418816257
"wap","ASI","LAM",-0.00370926634396124
"wap","ASI","EUR",-0.0038626006888853
"wap","ASI","ROE",-0.00373104055061191
"wap","ASI","ASI",-0.00211785180364055
"wap","ASI","REA",-0.00380712730758944
"wap","ASI","ANZ",-0.00389947061976798
"wap","ASI","MES",-0.00421373501759675
"wap","ASI","AFR",-0.00416983705854786
"wap","ASI","IDZ",-0.00119360317684626
"wap","REA","CHN",-0.00871332986509668
"wap","REA","JPN",0.00237135805575248
"wap","REA","KOR",0.00160500977546694
"wap","REA","TWN",-0.000309009791015684
"wap","REA","IND",0.0109981055319262
"wap","REA","CAN",0.0119633606395107
"wap","REA","USA",0.006706529360811
"wap","REA","MEX",0.00548176028473964
"wap","REA","BRA",0.0113329881613912
"wap","REA","RUS",0.00838335992712606
"wap","REA","LAM",0.00261393647296396
"wap","REA","EUR",0.0113365747028983
"wap","REA","ROE",0.0158775124297513
"wap","REA","ASI",0.00357759503979523
"wap","REA","REA",0.00486735468333618
"wap","REA","ANZ",0.0121742845240664
"wap","REA","MES",0.0057114145030006
"wap","REA","AFR",0.00828192545172021
"wap","REA","IDZ",0.00552667763949103
"wap","ANZ","CHN",0.000904908632120784
"wap","ANZ","JPN",-0.00558316024595233
"wap","ANZ","KOR",0.000795567008164534
"wap","ANZ","TWN",-0.00172092850663332
"wap","ANZ","IND",-0.0069239493756298
"wap","ANZ","CAN",-0.000222893544616361
"wap","ANZ","USA",-0.00117311109718064
"wap","ANZ","MEX",-0.00322935515961463
"wap","ANZ","BRA",-0.0019970507326984
"wap","ANZ","RUS",-0.00557900994062076
"wap","ANZ","LAM",-0.00178144230535824
"wap","ANZ","EUR",-0.0013430309902219
"wap","ANZ","ROE",-0.0069661776158808
"wap","ANZ","ASI",9.60762897662407E-5
"wap","ANZ","REA",-0.0107746312821845
"wap","ANZ","ANZ",-0.00289977521385088
"wap","ANZ","MES",-0.0010002168009445
"wap","ANZ","AFR",0.00108790778836191
"wap","ANZ","IDZ",-0.00119313342836336
"wap","MES","CHN",-0.00829756609366334
"wap","MES","JPN",-0.0119300414747504
"wap","MES","KOR",-0.0126922498528555
"wap","MES","TWN",-0.00658223312453854
"wap","MES","IND",-0.00536824135351239
"wap","MES","CAN",-0.0248236821655723
"wap","MES","USA",-0.0396421608822517
"wap","MES","MEX",-0.0247214043419312
"wap","MES","BRA",-0.00127901620527278
"wap","MES","RUS",-0.0107919243060893
"wap","MES","LAM",-0.0242612838365923
"wap","MES","EUR",-0.00546952751920142
"wap","MES","ROE",-0.00151264973390816
"wap","MES","ASI",-0.0127279167509874
"wap","MES","REA",-0.00363840110579691
"wap","MES","ANZ",-0.014906894060141
"wap","MES","MES",-0.00135685794148529
"wap","MES","AFR",-0.000712628825416751
"wap","MES","IDZ",-0.00876230200360949
"wap","AFR","CHN",-0.0154570368788502
"wap","AFR","JPN",-0.00874827972862852
"wap","AFR","KOR",-0.0146066216954482
"wap","AFR","TWN",-0.00985444353797748
"wap","AFR","IND",-0.0174550561987249
"wap","AFR","CAN",-0.0166458200331727
"wap","AFR","USA",-0.0229848040102713
"wap","AFR","MEX",-0.0065460711543008
"wap","AFR","BRA",-0.0131421382231637
"wap","AFR","RUS",-0.00716137058649977
"wap","AFR","LAM",-0.0130153118257162
"wap","AFR","EUR",-0.00203071890082437
"wap","AFR","ROE",-0.00463368495237517
"wap","AFR","ASI",-0.0160543081979935
"wap","AFR","REA",-0.0154671276201481
"wap","AFR","ANZ",-0.0158772982801676
"wap","AFR","MES",-0.0119494833646349
"wap","AFR","AFR",-0.0170313124165516
"wap","AFR","IDZ",-0.0118861463229793
"wap","IDZ","CHN",-0.00606548331632828
"wap","IDZ","JPN",-0.00606547511795053
"wap","IDZ","KOR",-0.00606549674186119
"wap","IDZ","TWN",-0.00606545859814678
"wap","IDZ","IND",-0.00606544340474779
"wap","IDZ","CAN",-0.00606548194520062
"wap","IDZ","USA",-0.00606544641294482
"wap","IDZ","MEX",-0.00606545580051132
"wap","IDZ","BRA",-0.00606543838046525
"wap","IDZ","RUS",-0.00606546625530369
"wap","IDZ","LAM",-0.00606546478663112
"wap","IDZ","EUR",-0.00606545308533383
"wap","IDZ","ROE",-0.00606547606742191
"wap","IDZ","ASI",-0.00606542469591487
"wap","IDZ","REA",-0.00606546644811631
"wap","IDZ","ANZ",-0.00606546235410892
"wap","IDZ","MES",-0.0060654372801394
"wap","IDZ","AFR",-0.00606545605171603
"lea","CHN","CHN",-0.0197310731726982
"lea","CHN","JPN",-0.0212472586281755
"lea","CHN","KOR",-0.0211301702575072
"lea","CHN","TWN",-0.0212181265387371
"lea","CHN","IND",-0.0212464500314758
"lea","CHN","CAN",-0.0212405943655209
"lea","CHN","USA",-0.0212611104004593
"lea","CHN","MEX",-0.0212625332575477
"lea","CHN","BRA",-0.0212531434961562
"lea","CHN","RUS",-0.0212711760929681
"lea","CHN","LAM",-0.0212626617162206
"lea","CHN","EUR",-0.0212022851450539
"lea","CHN","ROE",-0.0212498665184475
"lea","CHN","ASI",-0.0211820133967544
"lea","CHN","REA",-0.021257377653476
"lea","CHN","ANZ",-0.0212081664574834
"lea","CHN","MES",-0.0212350009637836
"lea","CHN","AFR",-0.0212534683588681
"lea","CHN","IDZ",-0.0212240511772656
"lea","IND","CHN",-0.0364927893931106
"lea","IND","JPN",-0.0364927311634553
"lea","IND","KOR",-0.036492759704879
"lea","IND","TWN",-0.0364927538032753
"lea","IND","CAN",-0.0364927068959915
"lea","IND","USA",-0.0364927790909602
"lea","IND","MEX",-0.0364928004844458
"lea","IND","BRA",-0.0364927746310333
"lea","IND","RUS",-0.0364927977663558
"lea","IND","LAM",-0.0364927430756284
"lea","IND","EUR",-0.036492738118734
"lea","IND","ROE",-0.0364927704200935
"lea","IND","ASI",-0.036492792064907
"lea","IND","REA",-0.0364927305284359
"lea","IND","ANZ",-0.0364927349386231
"lea","IND","MES",-0.0364927798434803
"lea","IND","AFR",-0.0364927302624471
"lea","IND","IDZ",-0.0364927272135787
"lea","USA","CHN",-0.000195746398102962
"lea","USA","JPN",-0.00019573923078986
"lea","USA","KOR",-0.000195748935224671
"lea","USA","TWN",-0.000195780279585112
"lea","USA","IND",-0.000195724906605799
"lea","USA","BRA",-0.000195739100239622
"lea","USA","RUS",-0.000195786550348798
"lea","USA","LAM",-0.000195770787386557
"lea","USA","EUR",-0.000195763696015888
"lea","USA","ROE",-0.000195768473807386
"lea","USA","ASI",-0.000195767322612245
"lea","USA","REA",-0.000195745458410369
"lea","USA","ANZ",-0.000195729432554531
"lea","USA","MES",-0.000195770374502545
"lea","USA","AFR",-0.000195762898651953
"lea","USA","IDZ",-0.00019580200102709
"lea","BRA","CHN",-0.0485704180660838
"lea","BRA","JPN",-0.0485704291046449
"lea","BRA","KOR",-0.0485704742397131
"lea","BRA","TWN",-0.0485704744142816
"lea","BRA","IND",-0.0485704166575582
"lea","BRA","CAN",-0.0485704369240469
"lea","BRA","USA",-0.0485704885093388
"lea","BRA","MEX",-0.0485704540616554
"lea","BRA","RUS",-0.0485704358316805
"lea","BRA","LAM",-0.0485704607898162
"lea","BRA","EUR",-0.048570445752294
"lea","BRA","ROE",-0.0485704362110465
"lea","BRA","ASI",-0.04857044397503
"lea","BRA","REA",-0.0485704670806772
"lea","BRA","ANZ",-0.0485704719160544
"lea","BRA","MES",-0.0485704541586185
"lea","BRA","AFR",-0.0485704471239189
"lea","BRA","IDZ",-0.048570446806244
"lea","RUS","CHN",-0.0845543788299706
"lea","RUS","JPN",-0.0845544223551178
"lea","RUS","KOR",-0.0845544063363981
"lea","RUS","TWN",-0.0845544138034884
"lea","RUS","IND",-0.0845544209006917
"lea","RUS","CAN",-0.0845543658760528
"lea","RUS","USA",-0.0845543759717546
"lea","RUS","MEX",-0.0845543623263547
"lea","RUS","BRA",-0.0845543982095669
"lea","RUS","LAM",-0.0845543880608029
"lea","RUS","EUR",-0.08455440615507
"lea","RUS","ROE",-0.0845543672593856
"lea","RUS","ASI",-0.0845543679705161
"lea","RUS","REA",-0.0845544310483325
"lea","RUS","ANZ",-0.0845543821067323
"lea","RUS","MES",-0.084554381728276
"lea","RUS","AFR",-0.084554378346694
"lea","RUS","IDZ",-0.0845543371457953
"lea","LAM","CHN",-0.0017753137681838
"lea","LAM","JPN",-0.00925867205273142
"lea","LAM","KOR",-0.00233300475737049
"lea","LAM","TWN",-0.00213942686035823
"lea","LAM","IND",-0.00261848794596806
"lea","LAM","CAN",-0.00340436922814723
"lea","LAM","USA",-0.00947222633981787
"lea","LAM","MEX",-0.00437403669912259
"lea","LAM","BRA",-0.000759948607639123
"lea","LAM","RUS",-0.00288297431038952
"lea","LAM","LAM",-0.000431454284821771
"lea","LAM","EUR",-0.00153856950802076
"lea","LAM","ROE",-0.00305431073314213
