"ii","rr","rr_1","Val"
"gas","AFR","ROE",24.2285779045928
"gas","AFR","ASI",0.397349458085046
"gas","AFR","REA",0.000462358609183866
"gas","AFR","ANZ",0.121987997481597
"gas","AFR","MES",1.47739485209104
"gas","AFR","AFR",3.39028049251033
"gas","IDZ","CHN",0.316476587600846
"gas","IDZ","JPN",18.0393982757814
"gas","IDZ","KOR",11.2670837293845
"gas","IDZ","TWN",0.0113152407070629
"gas","IDZ","IND",0.00451653959726173
"gas","IDZ","CAN",0.00559849082515029
"gas","IDZ","USA",0.0727694313973188
"gas","IDZ","MEX",0.270685851108283
"gas","IDZ","BRA",0.0029431732040166
"gas","IDZ","RUS",0.0762920221313834
"gas","IDZ","LAM",0.0329564349558495
"gas","IDZ","EUR",0.583754989821045
"gas","IDZ","ROE",0.131660238554105
"gas","IDZ","ASI",2.26168035651426
"gas","IDZ","REA",0.00022310237181955
"gas","IDZ","ANZ",0.891996061138343
"gas","IDZ","MES",0.220679044763529
"gas","IDZ","AFR",0.04636288828533
"p_c","CHN","CHN",1.63535308837891
"p_c","CHN","JPN",2.26208066940308
"p_c","CHN","KOR",3.08702206611633
"p_c","CHN","TWN",0.623453378677368
"p_c","CHN","IND",2.1365921497345
"p_c","CHN","CAN",0.080520436167717
"p_c","CHN","USA",1.32749760150909
"p_c","CHN","MEX",0.164027035236359
"p_c","CHN","BRA",1.42433762550354
"p_c","CHN","RUS",1.13064110279083
"p_c","CHN","LAM",0.570373764217948
"p_c","CHN","EUR",3.68435382105235
"p_c","CHN","ROE",1.03239335725084
"p_c","CHN","ASI",8.51118361949921
"p_c","CHN","REA",9.21038273780141
"p_c","CHN","ANZ",1.34480292221997
"p_c","CHN","MES",0.600390280596912
"p_c","CHN","AFR",2.3134203718364
"p_c","CHN","IDZ",3.36085343360901
"p_c","JPN","CHN",4.29706248641014
"p_c","JPN","KOR",2.13791871070862
"p_c","JPN","TWN",0.512275993824005
"p_c","JPN","IND",0.269768446683884
"p_c","JPN","CAN",0.0568003170192242
"p_c","JPN","USA",1.08165168762207
"p_c","JPN","MEX",0.0754189863801003
"p_c","JPN","BRA",0.0968492776155472
"p_c","JPN","RUS",0.155034810304642
"p_c","JPN","LAM",0.831295768837663
"p_c","JPN","EUR",2.26064848697206
"p_c","JPN","ROE",0.0353877315792488
"p_c","JPN","ASI",1.79408442974091
"p_c","JPN","REA",0.18673383220721
"p_c","JPN","ANZ",4.80683843104634
"p_c","JPN","MES",0.180136620940175
"p_c","JPN","AFR",0.189381361211417
"p_c","JPN","IDZ",0.356963932514191
"p_c","KOR","CHN",18.0512571334839
"p_c","KOR","JPN",8.98980045318604
"p_c","KOR","TWN",0.230490326881409
"p_c","KOR","IND",0.677857756614685
"p_c","KOR","CAN",0.0402264893054962
"p_c","KOR","USA",2.84070372581482
"p_c","KOR","MEX",0.0419723764061928
"p_c","KOR","BRA",1.4455394744873
"p_c","KOR","RUS",0.228613197803497
"p_c","KOR","LAM",1.15734840167352
"p_c","KOR","EUR",2.77782919399033
"p_c","KOR","ROE",0.322278179068235
"p_c","KOR","ASI",2.31913784146309
"p_c","KOR","REA",1.91118669314892
"p_c","KOR","ANZ",2.70215168876166
"p_c","KOR","MES",0.168863955288543
"p_c","KOR","AFR",0.994075597300252
"p_c","KOR","IDZ",9.33811473846436
"p_c","TWN","CHN",2.68445998430252
"p_c","TWN","JPN",0.430664271116257
"p_c","TWN","KOR",0.0883799940347672
"p_c","TWN","IND",0.368522465229034
"p_c","TWN","CAN",0.00223264144733548
"p_c","TWN","USA",1.00965094566345
"p_c","TWN","MEX",0.0379271246492863
"p_c","TWN","BRA",0.215885728597641
"p_c","TWN","RUS",0.00444898055866361
"p_c","TWN","LAM",0.0407757291818598
"p_c","TWN","EUR",0.818853314514854
"p_c","TWN","ROE",0.00499339443194913
"p_c","TWN","ASI",2.8406243249774
"p_c","TWN","REA",2.21704933134424
"p_c","TWN","ANZ",1.10814547011341
"p_c","TWN","MES",0.0473929212348594
"p_c","TWN","AFR",0.226019744340192
"p_c","TWN","IDZ",0.866758465766907
"p_c","IND","CHN",0.323876440525055
"p_c","IND","JPN",3.21800446510315
"p_c","IND","KOR",2.24391746520996
"p_c","IND","TWN",1.6493958234787
"p_c","IND","CAN",0.120273388922215
"p_c","IND","USA",5.40627241134644
"p_c","IND","MEX",0.00484540499746799
"p_c","IND","BRA",5.60558700561523
"p_c","IND","RUS",0.0362811461091042
"p_c","IND","LAM",1.4070489591013
"p_c","IND","EUR",14.8987524633521
"p_c","IND","ROE",5.22975521304761
"p_c","IND","ASI",3.74881340609863
"p_c","IND","REA",3.76998674077004
"p_c","IND","ANZ",0.228305700577039
"p_c","IND","MES",8.46695460169576
"p_c","IND","AFR",7.03075932810316
"p_c","IND","IDZ",0.696314811706543
"p_c","CAN","CHN",0.148575530387461
"p_c","CAN","JPN",0.0691728293895721
"p_c","CAN","KOR",0.0166060291230679
"p_c","CAN","TWN",0.00580940814688802
"p_c","CAN","IND",0.00251571950502694
"p_c","CAN","USA",15.323769569397
"p_c","CAN","MEX",0.0295530520379543
"p_c","CAN","BRA",0.0139887453988194
"p_c","CAN","RUS",0.0220789574086666
"p_c","CAN","LAM",0.43767538883003
"p_c","CAN","EUR",0.817413821134323
"p_c","CAN","ROE",0.0728061977060861
"p_c","CAN","ASI",0.017700917320326
"p_c","CAN","REA",0.00709562076212933
"p_c","CAN","ANZ",0.0118108068490983
"p_c","CAN","MES",0.031412706051924
"p_c","CAN","AFR",0.123849901170615
"p_c","CAN","IDZ",0.00478028319776058
"p_c","USA","CHN",2.84582349658012
"p_c","USA","JPN",1.9820990562439
"p_c","USA","KOR",0.581747889518738
"p_c","USA","TWN",0.255857318639755
"p_c","USA","IND",0.873476684093475
"p_c","USA","CAN",15.4912061691284
"p_c","USA","MEX",25.7453765869141
"p_c","USA","BRA",8.89124393463135
"p_c","USA","RUS",0.286871582269669
"p_c","USA","LAM",30.8950018421747
"p_c","USA","EUR",41.6565228690743
"p_c","USA","ROE",3.94591625686735
"p_c","USA","ASI",1.68487093038857
"p_c","USA","REA",0.180531442892971
"p_c","USA","ANZ",1.3370375346276
"p_c","USA","MES",6.16205869382247
"p_c","USA","AFR",10.4256366098125
"p_c","USA","IDZ",0.337464988231659
"p_c","MEX","CHN",0.026278649456799
"p_c","MEX","JPN",0.00235147913917899
"p_c","MEX","KOR",0.0486051179468632
"p_c","MEX","TWN",0.00371315563097596
"p_c","MEX","IND",0.000891081232111901
"p_c","MEX","CAN",0.00184506829828024
"p_c","MEX","USA",8.04081630706787
"p_c","MEX","BRA",0.0038264796603471
"p_c","MEX","RUS",0.00193942640908062
"p_c","MEX","LAM",0.552586144134693
"p_c","MEX","EUR",0.120644374303993
"p_c","MEX","ROE",0.00932663253479404
"p_c","MEX","ASI",0.00851800726377405
"p_c","MEX","REA",0.00527297961025397
"p_c","MEX","ANZ",0.0060907435399713
"p_c","MEX","MES",0.0218890534815728
"p_c","MEX","AFR",0.0968853202502942
"p_c","MEX","IDZ",0.00358527456410229
"p_c","BRA","CHN",0.0576686505228281
"p_c","BRA","JPN",0.00639793230220675
"p_c","BRA","KOR",0.093879833817482
"p_c","BRA","TWN",0.0169109757989645
"p_c","BRA","IND",0.0087025985121727
"p_c","BRA","CAN",0.0503781773149967
"p_c","BRA","USA",4.39850902557373
"p_c","BRA","MEX",0.00221437634900212
"p_c","BRA","RUS",0.00552790611982346
"p_c","BRA","LAM",4.07387845766061
"p_c","BRA","EUR",0.507520334374931
"p_c","BRA","ROE",0.0156630076380679
"p_c","BRA","ASI",0.46573011460714
"p_c","BRA","REA",0.00927628532917879
"p_c","BRA","ANZ",0.0127765193028608
"p_c","BRA","MES",0.0726455692893069
"p_c","BRA","AFR",0.264579238496481
"p_c","BRA","IDZ",0.00560115370899439
"p_c","RUS","CHN",6.002008497715
"p_c","RUS","JPN",1.75256872177124
"p_c","RUS","KOR",0.596814632415771
"p_c","RUS","TWN",0.0406927093863487
"p_c","RUS","IND",0.0729939714074135
"p_c","RUS","CAN",0.0921115502715111
"p_c","RUS","USA",18.4463539123535
"p_c","RUS","MEX",0.0205834712833166
"p_c","RUS","BRA",0.322403401136398
"p_c","RUS","LAM",0.602690476669522
"p_c","RUS","EUR",66.0320737489965
"p_c","RUS","ROE",7.10065438132733
"p_c","RUS","ASI",0.347546905046329
"p_c","RUS","REA",1.3795899828765
"p_c","RUS","ANZ",0.0117860428726999
"p_c","RUS","MES",2.99361879403114
"p_c","RUS","AFR",2.99771287469594
"p_c","RUS","IDZ",0.0724600851535797
"p_c","LAM","CHN",8.73398057079248
"p_c","LAM","JPN",0.243346313371148
"p_c","LAM","KOR",0.143813920385583
"p_c","LAM","TWN",0.0164589804849129
"p_c","LAM","IND",0.13656831787921
"p_c","LAM","CAN",1.54094516495388
"p_c","LAM","USA",24.354240135377
"p_c","LAM","MEX",0.858989959895553
"p_c","LAM","BRA",4.85946943252202
"p_c","LAM","RUS",0.0469291356275789
"p_c","LAM","LAM",14.896206226249
"p_c","LAM","EUR",7.52186275931166
"p_c","LAM","ROE",0.44552552093279
"p_c","LAM","ASI",1.12698931206933
"p_c","LAM","REA",0.0819331552089011
"p_c","LAM","ANZ",0.058547411598397
"p_c","LAM","MES",0.419918960048562
"p_c","LAM","AFR",2.17305849839283
"p_c","LAM","IDZ",0.0387188291861094
"p_c","EUR","CHN",1.0277054514263
"p_c","EUR","JPN",0.478213075763051
"p_c","EUR","KOR",0.163052462485211
"p_c","EUR","TWN",0.17511982337237
"p_c","EUR","IND",0.267153248074464
"p_c","EUR","CAN",2.38842610313372
"p_c","EUR","USA",21.216574256192
"p_c","EUR","MEX",1.20728722344734
"p_c","EUR","BRA",1.10257572498085
"p_c","EUR","RUS",1.96822071997349
"p_c","EUR","LAM",2.04260044007248
"p_c","EUR","EUR",168.911111502745
"p_c","EUR","ROE",11.3375228013678
"p_c","EUR","ASI",1.33337812354137
"p_c","EUR","REA",0.531778483569951
"p_c","EUR","ANZ",0.201134720409073
"p_c","EUR","MES",7.91672047751285
"p_c","EUR","AFR",19.4981117838306
"p_c","EUR","IDZ",0.139765129460443
"p_c","ROE","CHN",1.12956428064172
"p_c","ROE","JPN",0.0203556593842222
"p_c","ROE","KOR",0.0756102354253017
"p_c","ROE","TWN",0.00561485218509006
"p_c","ROE","IND",0.0728594124320807
"p_c","ROE","CAN",0.0434164399057408
"p_c","ROE","USA",1.51021450068947
"p_c","ROE","MEX",0.00560186546636032
"p_c","ROE","BRA",0.298637497145137
"p_c","ROE","RUS",3.11199842835413
"p_c","ROE","LAM",0.109869458996911
"p_c","ROE","EUR",14.5076265337604
"p_c","ROE","ROE",9.66629259801698
"p_c","ROE","ASI",0.215867581649889
"p_c","ROE","REA",0.625493891378028
"p_c","ROE","ANZ",0.0215289618189445
"p_c","ROE","MES",1.76195821266032
"p_c","ROE","AFR",1.99441050103502
"p_c","ROE","IDZ",0.010228899527192
"p_c","ASI","CHN",13.7053158655763
"p_c","ASI","JPN",2.26743713207543
"p_c","ASI","KOR",0.430505629628897
"p_c","ASI","TWN",1.02296985313296
"p_c","ASI","IND",1.51401433977298
"p_c","ASI","CAN",0.0546848172089085
"p_c","ASI","USA",0.933270413428545
"p_c","ASI","MEX",0.101502786914352
"p_c","ASI","BRA",0.0715814741561189
"p_c","ASI","RUS",0.0905466317199171
"p_c","ASI","LAM",0.229252260520525
"p_c","ASI","EUR",2.68464391009184
"p_c","ASI","ROE",0.0824137783874903
"p_c","ASI","ASI",16.3233519624919
"p_c","ASI","REA",7.79191547757739
"p_c","ASI","ANZ",9.06118052067109
"p_c","ASI","MES",0.495439431777413
"p_c","ASI","AFR",0.822457147367913
"p_c","ASI","IDZ",11.7721866443753
"p_c","REA","CHN",0.0894014365912881
"p_c","REA","JPN",0.125900927465409
"p_c","REA","KOR",0.187288929322676
"p_c","REA","TWN",0.11918485636852
"p_c","REA","IND",0.37026350578526
"p_c","REA","CAN",0.0118497733747063
"p_c","REA","USA",0.102145520504564
"p_c","REA","MEX",0.00388094667505356
"p_c","REA","BRA",0.00824885819019983
"p_c","REA","RUS",0.0238689303951105
"p_c","REA","LAM",0.020244955756425
"p_c","REA","EUR",0.450967891614596
"p_c","REA","ROE",0.0208775820827896
"p_c","REA","ASI",0.144803276629773
"p_c","REA","REA",0.731124194535028
"p_c","REA","ANZ",0.0411297883671295
"p_c","REA","MES",0.0969536001070992
"p_c","REA","AFR",0.0727401761261603
"p_c","REA","IDZ",0.04863844186184
"p_c","ANZ","CHN",1.00922683953013
"p_c","ANZ","JPN",1.95406044615083
"p_c","ANZ","KOR",0.466887316573775
"p_c","ANZ","TWN",0.105324454403672
"p_c","ANZ","IND",0.0879497914720559
"p_c","ANZ","CAN",0.0168862642240128
"p_c","ANZ","USA",0.218580582004506
"p_c","ANZ","MEX",0.00990523698055767
"p_c","ANZ","BRA",0.0418979943060549
"p_c","ANZ","RUS",0.00617240274732467
"p_c","ANZ","LAM",0.0535981052477723
"p_c","ANZ","EUR",0.639509237331538
"p_c","ANZ","ROE",0.0347453446555619
"p_c","ANZ","ASI",0.574619793188049
"p_c","ANZ","REA",0.065704973268339
"p_c","ANZ","ANZ",0.774872489344943
"p_c","ANZ","MES",0.0782445086257439
"p_c","ANZ","AFR",0.11441124843418
"p_c","ANZ","IDZ",0.0162487178749871
"p_c","MES","CHN",11.5486373383028
"p_c","MES","JPN",30.6125898007303
"p_c","MES","KOR",14.4989732367685
"p_c","MES","TWN",8.3320349712958
"p_c","MES","IND",9.42166521237232
"p_c","MES","CAN",0.265647000065655
"p_c","MES","USA",3.57455619145185
"p_c","MES","MEX",0.72346824361739
"p_c","MES","BRA",0.883435582538368
"p_c","MES","RUS",0.146200203482294
"p_c","MES","LAM",0.494380413969907
"p_c","MES","EUR",27.112405043394
"p_c","MES","ROE",2.11283669921659
"p_c","MES","ASI",9.59461821840523
"p_c","MES","REA",13.6207808635167
"p_c","MES","ANZ",1.05495281349158
"p_c","MES","MES",19.5731041675594
"p_c","MES","AFR",15.6892725094117
"p_c","MES","IDZ",7.49937044235412
"p_c","AFR","CHN",0.386077379431299
"p_c","AFR","JPN",0.474063428671798
"p_c","AFR","KOR",0.15859041605745
"p_c","AFR","TWN",0.0302637644936112
"p_c","AFR","IND",0.118495207900651
"p_c","AFR","CAN",0.0292755276277603
"p_c","AFR","USA",6.7700863422084
"p_c","AFR","MEX",0.139376932315827
"p_c","AFR","BRA",2.91648144471219
"p_c","AFR","RUS",0.0402446832977148
"p_c","AFR","LAM",0.269286214051931
"p_c","AFR","EUR",11.5223573394189
"p_c","AFR","ROE",2.16896204891231
"p_c","AFR","ASI",0.405176716402252
"p_c","AFR","REA",0.0291506639262593
"p_c","AFR","ANZ",0.100440016803418
"p_c","AFR","MES",0.655498097282702
"p_c","AFR","AFR",7.88233367931832
"p_c","AFR","IDZ",0.0189050399276312
"p_c","IDZ","CHN",0.370675593614578
"p_c","IDZ","JPN",0.898318827152252
"p_c","IDZ","KOR",0.230118632316589
"p_c","IDZ","TWN",0.211874231696129
"p_c","IDZ","IND",0.036043394356966
"p_c","IDZ","CAN",0.0013998820213601
"p_c","IDZ","USA",0.0614804811775684
"p_c","IDZ","MEX",0.000374355091480538
"p_c","IDZ","BRA",0.00422843685373664
"p_c","IDZ","RUS",0.00290672178380191
"p_c","IDZ","LAM",0.00244278278216825
"p_c","IDZ","EUR",0.0669566350934474
"p_c","IDZ","ROE",0.00746151938801631
"p_c","IDZ","ASI",1.10581077483948
"p_c","IDZ","REA",0.00958761245874484
"p_c","IDZ","ANZ",0.170101366016752
"p_c","IDZ","MES",0.00880753174351412
"p_c","IDZ","AFR",0.158407789978583
"ely","CHN","CHN",0.333208035677671
"ely","CHN","IND",0.0308060022071004
"ely","CHN","CAN",0.0570203419774771
"ely","CHN","USA",0.122403725981712
"ely","CHN","MEX",0.00105585822893772
"ely","CHN","BRA",0.139919385313988
"ely","CHN","RUS",0.0161105091683567
"ely","CHN","LAM",0.0133352712367696
"ely","CHN","EUR",0.362065602488144
"ely","CHN","ROE",0.121753899607029
"ely","CHN","ASI",0.0742214284837246
"ely","CHN","REA",0.429346546515717
"ely","CHN","ANZ",0.011122708376206
"ely","CHN","MES",0.0755122099944856
"ely","CHN","AFR",0.0736203468607073
"ely","IND","CHN",0.00331064721103758
"ely","IND","CAN",0.00033327637356706
"ely","IND","USA",0.0015840872656554
"ely","IND","MEX",6.08042546446086E-6
"ely","IND","BRA",0.000791977799963206
"ely","IND","RUS",5.25782379554585E-5
"ely","IND","LAM",0.000112009589486206
"ely","IND","EUR",0.00275983939081925
"ely","IND","ROE",0.000993334228894582
"ely","IND","ASI",0.000605685727350647
"ely","IND","REA",0.000197136045017032
"ely","IND","ANZ",0.000110014897643396
"ely","IND","MES",0.000654620542263729
"ely","IND","AFR",0.000533077642842272
"ely","CAN","CHN",0.170945726335049
"ely","CAN","IND",0.0103881079703569
"ely","CAN","USA",3.60648846626282
"ely","CAN","MEX",0.000347768451320007
"ely","CAN","BRA",0.0772898495197296
"ely","CAN","RUS",0.000670684094075114
"ely","CAN","LAM",0.0160749752587321
"ely","CAN","EUR",0.165466858684454
"ely","CAN","ROE",0.0893909691585577
"ely","CAN","ASI",0.0555958529002964
"ely","CAN","REA",0.0180436193186324
"ely","CAN","ANZ",0.0261331572028212
"ely","CAN","MES",0.0432524884818122
"ely","CAN","AFR",0.0491259774971695
"ely","USA","CHN",0.0418149288743734
"ely","USA","IND",0.070085845887661
"ely","USA","CAN",0.633870840072632
"ely","USA","MEX",0.0177288353443146
"ely","USA","BRA",0.065775066614151
"ely","USA","RUS",0.00237416662275791
"ely","USA","LAM",0.00770692950203511
"ely","USA","EUR",0.246208471797672
"ely","USA","ROE",0.057355121429282
"ely","USA","ASI",0.0434859972447157
"ely","USA","REA",0.0123203612083671
"ely","USA","ANZ",0.00587739714501367
"ely","USA","MES",0.0356510437559336
"ely","USA","AFR",0.0445436053055346
"ely","MEX","CHN",0.00501419196370989
"ely","MEX","IND",0.000280365609796718
"ely","MEX","CAN",0.000523046415764838
"ely","MEX","USA",0.0488882958889008
"ely","MEX","BRA",0.00141101470217109
"ely","MEX","RUS",3.18393467750866E-5
"ely","MEX","LAM",0.030631337485147
"ely","MEX","EUR",0.00435181594502865
"ely","MEX","ROE",0.00278929177966347
"ely","MEX","ASI",0.00210520761902444
"ely","MEX","REA",0.000623658837469065
"ely","MEX","ANZ",0.000542472679057937
"ely","MEX","MES",0.00179953975020908
"ely","MEX","AFR",0.00147310539637147
"ely","BRA","CHN",0.0323193874210119
"ely","BRA","IND",0.00179072178434581
"ely","BRA","CAN",0.00332143832929432
"ely","BRA","USA",0.0206038057804108
"ely","BRA","MEX",6.15779426880181E-5
"ely","BRA","RUS",0.000294798519462347
"ely","BRA","LAM",0.0241652489712578
"ely","BRA","EUR",0.0599200901806398
"ely","BRA","ROE",0.0258378788021218
"ely","BRA","ASI",0.0073675820895005
"ely","BRA","REA",0.00401448486263689
"ely","BRA","ANZ",0.00153582842358446
"ely","BRA","MES",0.0180729908461217
"ely","BRA","AFR",0.00723671690650463
"ely","RUS","CHN",0.115260633872822
"ely","RUS","IND",0.00255028204992414
"ely","RUS","CAN",0.00839795079082251
"ely","RUS","USA",0.0252497121691704
"ely","RUS","MEX",0.000260191940469667
"ely","RUS","BRA",0.0484107211232185
"ely","RUS","LAM",0.00361487361260515
"ely","RUS","EUR",1.68785731769731
"ely","RUS","ROE",0.0878067420999287
"ely","RUS","ASI",0.0207683390472084
"ely","RUS","REA",0.0269533223081453
"ely","RUS","ANZ",0.00331013933737268
"ely","RUS","MES",0.0234960533562116
"ely","RUS","AFR",0.0233959978543226
"ely","LAM","CHN",0.089609882890727
"ely","LAM","IND",0.036013609865222
"ely","LAM","CAN",0.0788689253636221
"ely","LAM","USA",0.0663190647765077
"ely","LAM","MEX",0.00202364471738292
"ely","LAM","BRA",0.847063677853839
"ely","LAM","RUS",0.00323276105780224
"ely","LAM","LAM",1.09112192603834
"ely","LAM","EUR",0.780697440339054
"ely","LAM","ROE",0.63682568495193
"ely","LAM","ASI",0.13447356942595
"ely","LAM","REA",0.0943888615044557
"ely","LAM","ANZ",0.0269999365184503
"ely","LAM","MES",0.0665073472284803
"ely","LAM","AFR",0.301211337537609
"ely","EUR","CHN",0.224566639198997
"ely","EUR","IND",0.132596028695843
"ely","EUR","CAN",0.190467061388517
"ely","EUR","USA",0.262766553188044
"ely","EUR","MEX",0.0149590602704279
"ely","EUR","BRA",1.10299043764826
"ely","EUR","RUS",0.0696229821724046
"ely","EUR","LAM",0.0638194501190696
"ely","EUR","EUR",22.7476532470987
"ely","EUR","ROE",1.82521477841635
"ely","EUR","ASI",0.374028870730626
"ely","EUR","REA",0.0981214144726437
"ely","EUR","ANZ",0.0484202836141208
"ely","EUR","MES",0.199855255191892
"ely","EUR","AFR",0.650714874192772
"ely","ROE","CHN",0.155031895242473
"ely","ROE","IND",0.0878113436308467
"ely","ROE","CAN",0.0990408460784238
"ely","ROE","USA",0.139268055483171
"ely","ROE","MEX",0.00776835733631742
"ely","ROE","BRA",0.562399358746234
"ely","ROE","RUS",0.0323238258145011
"ely","ROE","LAM",0.0166757983445223
"ely","ROE","EUR",1.62523391150745
"ely","ROE","ROE",0.897653281955797
"ely","ROE","ASI",0.0813674242363049
"ely","ROE","REA",0.0305312686135153
"ely","ROE","ANZ",0.012345212774278
"ely","ROE","MES",0.257308973397812
"ely","ROE","AFR",0.111522826518978
"ely","ASI","CHN",0.00957598560489714
"ely","ASI","IND",0.00346094230189919
"ely","ASI","CAN",0.00778510328382254
"ely","ASI","USA",0.00694761145859957
"ely","ASI","MEX",0.000450118386652321
"ely","ASI","BRA",0.0151734370738268
"ely","ASI","RUS",0.000793008133769035
"ely","ASI","LAM",0.000950104929870577
"ely","ASI","EUR",0.0528645978415625
"ely","ASI","ROE",0.00402865465230207
"ely","ASI","ASI",0.0050238580442965
"ely","ASI","REA",0.0189672179913032
"ely","ASI","ANZ",0.000645457941573113
"ely","ASI","MES",0.00226551873493008
"ely","ASI","AFR",0.00470493525483562
"ely","REA","CHN",0.0442116825438461
"ely","REA","IND",0.0129170273211798
"ely","REA","CAN",0.0258746281222102
"ely","REA","USA",0.0246932803602249
"ely","REA","MEX",0.00154242802113913
"ely","REA","BRA",0.0677611673650063
"ely","REA","RUS",0.00266651863842071
"ely","REA","LAM",0.00328001546995438
"ely","REA","EUR",0.175722385581082
"ely","REA","ROE",0.0214349048357576
"ely","REA","ASI",0.0630348491308723
"ely","REA","REA",0.00486074003958947
"ely","REA","ANZ",0.00243441040117887
"ely","REA","MES",0.00844971347487444
"ely","REA","AFR",0.0191329206753608
"ely","ANZ","CHN",0.0159347129449543
"ely","ANZ","IND",0.00648137920597947
"ely","ANZ","CAN",0.0148779585488228
"ely","ANZ","USA",0.0118432683348146
"ely","ANZ","MEX",0.000833712770372586
"ely","ANZ","BRA",0.0295088229358953
"ely","ANZ","RUS",0.00130529693080916
"ely","ANZ","LAM",0.00162240372355882
"ely","ANZ","EUR",0.0873521260842267
"ely","ANZ","ROE",0.00883240511194572
"ely","ANZ","ASI",0.00913399710896101
"ely","ANZ","REA",0.002238551661776
"ely","ANZ","ANZ",0.00093718123389408
"ely","ANZ","MES",0.00421058789584094
"ely","ANZ","AFR",0.00879061961802563
"ely","MES","CHN",0.0435313181369565
"ely","MES","IND",0.0324391792382812
"ely","MES","CAN",0.030072107037995
"ely","MES","USA",0.0484969523240579
"ely","MES","MEX",0.00274884849204682
"ely","MES","BRA",0.194964861380868
"ely","MES","RUS",0.00348336022580042
"ely","MES","LAM",0.00523481139231308
"ely","MES","EUR",0.17169110036815
"ely","MES","ROE",0.254455314188476
"ely","MES","ASI",0.0209609636453933
"ely","MES","REA",0.0246047055896383
"ely","MES","ANZ",0.00345266028489277
"ely","MES","MES",0.348330207083109
"ely","MES","AFR",0.0301752790324485
"ely","AFR","CHN",0.186902176680292
"ely","AFR","IND",0.0196685717220362
"ely","AFR","CAN",0.0345617740524631
"ely","AFR","USA",0.0775808222203977
"ely","AFR","MEX",0.00142403783308964
"ely","AFR","BRA",0.109844606716251
"ely","AFR","RUS",0.00328920639253738
"ely","AFR","LAM",0.00760291375968336
"ely","AFR","EUR",0.29750483891479
"ely","AFR","ROE",0.0572832716918015
"ely","AFR","ASI",0.0424727327341543
"ely","AFR","REA",0.0123808151993785
"ely","AFR","ANZ",0.00589050259384294
"ely","AFR","MES",0.156900680679996
"ely","AFR","AFR",1.48728601222695
