"ii","rr","ss","Val"
"obs","IND","MES",1.13231289458275
"obs","IND","AFR",1.05648347431421
"obs","IND","IDZ",0.386932647705078
"obs","CAN","CHN",0.91946044921875
"obs","CAN","JPN",0.721374938964844
"obs","CAN","KOR",0.682285766601562
"obs","CAN","TWN",0.177634704589844
"obs","CAN","IND",1.05118127441406
"obs","CAN","USA",6.826248046875
"obs","CAN","MEX",0.00676713848114014
"obs","CAN","BRA",0.268003723144531
"obs","CAN","RUS",0.163487319946289
"obs","CAN","LAM",0.373839139699936
"obs","CAN","EUR",8.5104239770174
"obs","CAN","ROE",0.300098420023918
"obs","CAN","ASI",2.69516839981079
"obs","CAN","REA",0.278007217884064
"obs","CAN","ANZ",0.325564844369888
"obs","CAN","MES",1.03899469947815
"obs","CAN","AFR",0.782993941545487
"obs","CAN","IDZ",0.158828231811523
"obs","USA","CHN",2.52110000610352
"obs","USA","JPN",14.3957109375
"obs","USA","KOR",2.27273095703125
"obs","USA","TWN",1.48012805175781
"obs","USA","IND",3.88178588867188
"obs","USA","CAN",3.67121655273437
"obs","USA","MEX",0.0754689254760742
"obs","USA","BRA",1.15009387207031
"obs","USA","RUS",2.14731713867188
"obs","USA","LAM",1.70052787744999
"obs","USA","EUR",61.5870192394257
"obs","USA","ROE",1.60716642284393
"obs","USA","ASI",3.75985794067383
"obs","USA","REA",1.43632458329201
"obs","USA","ANZ",1.54383703863621
"obs","USA","MES",6.6065629196167
"obs","USA","AFR",4.21001087379456
"obs","USA","IDZ",0.726178955078125
"obs","MEX","CHN",0.0401209030151367
"obs","MEX","JPN",0.0407158432006836
"obs","MEX","KOR",0.0133814115524292
"obs","MEX","TWN",0.111329521179199
"obs","MEX","IND",0.0394166374206543
"obs","MEX","CAN",0.00754073905944824
"obs","MEX","USA",0.575762329101563
"obs","MEX","BRA",0.0101072120666504
"obs","MEX","RUS",0.0020054886341095
"obs","MEX","LAM",0.0382149944100529
"obs","MEX","EUR",0.411256742447615
"obs","MEX","ROE",0.031998397089541
"obs","MEX","ASI",0.0386221668720245
"obs","MEX","REA",0.0168771595694125
"obs","MEX","ANZ",0.00990574016049504
"obs","MEX","MES",0.264386295855045
"obs","MEX","AFR",0.0254810569658875
"obs","MEX","IDZ",0.00916282176971436
"obs","BRA","CHN",0.409108306884766
"obs","BRA","JPN",0.238972640991211
"obs","BRA","KOR",0.364652160644531
"obs","BRA","TWN",0.239253433227539
"obs","BRA","IND",0.543586730957031
"obs","BRA","CAN",0.478619812011719
"obs","BRA","USA",2.8334599609375
"obs","BRA","MEX",0.00294608688354492
"obs","BRA","RUS",0.0186932163238525
"obs","BRA","LAM",0.204986542269588
"obs","BRA","EUR",4.50274524489045
"obs","BRA","ROE",0.184688637167215
"obs","BRA","ASI",1.46387793922424
"obs","BRA","REA",0.158138184376061
"obs","BRA","ANZ",0.178721596866846
"obs","BRA","MES",0.898141835451126
"obs","BRA","AFR",0.470046941429377
"obs","BRA","IDZ",0.0716043472290039
"obs","RUS","CHN",0.182023914337158
"obs","RUS","JPN",0.203893035888672
"obs","RUS","KOR",0.250964813232422
"obs","RUS","TWN",0.184805587768555
"obs","RUS","IND",0.309969207763672
"obs","RUS","CAN",0.150103469848633
"obs","RUS","USA",1.95634997558594
"obs","RUS","MEX",0.00178344929218292
"obs","RUS","BRA",0.0502342147827148
"obs","RUS","LAM",0.202250469341874
"obs","RUS","EUR",8.11266893148422
"obs","RUS","ROE",0.268215414702892
"obs","RUS","ASI",0.294103651046753
"obs","RUS","REA",0.160833835661411
"obs","RUS","ANZ",0.0490370015501976
"obs","RUS","MES",0.783685467720032
"obs","RUS","AFR",0.453609585031867
"obs","RUS","IDZ",0.0872864990234375
"obs","LAM","CHN",0.505819841772318
"obs","LAM","JPN",0.67158893764019
"obs","LAM","KOR",0.292799194872379
"obs","LAM","TWN",0.223530931130052
"obs","LAM","IND",0.376107565402985
"obs","LAM","CAN",0.312947172015905
"obs","LAM","USA",1.55132506835461
"obs","LAM","MEX",0.040536444440484
"obs","LAM","BRA",0.225641364663839
"obs","LAM","RUS",0.253190341889858
"obs","LAM","LAM",0.222707454728661
"obs","LAM","EUR",7.1539205613155
"obs","LAM","ROE",0.215444579828065
"obs","LAM","ASI",0.480939161965623
"obs","LAM","REA",0.157509228249313
"obs","LAM","ANZ",0.188422458368295
"obs","LAM","MES",0.86267840462178
"obs","LAM","AFR",0.435557762030047
"obs","LAM","IDZ",0.0953969457000494
"obs","EUR","CHN",14.1624403135777
"obs","EUR","JPN",13.7439527976215
"obs","EUR","KOR",10.9180891979933
"obs","EUR","TWN",1.80501808327436
"obs","EUR","IND",12.1190537487268
"obs","EUR","CAN",9.77271594822407
"obs","EUR","USA",34.8549295186996
"obs","EUR","MEX",0.794823809832334
"obs","EUR","BRA",8.78525259208679
"obs","EUR","RUS",12.0160586659908
"obs","EUR","LAM",6.9826796239335
"obs","EUR","EUR",326.84292967552
"obs","EUR","ROE",7.14179691105708
"obs","EUR","ASI",16.8119624810368
"obs","EUR","REA",6.0305885212319
"obs","EUR","ANZ",4.46452913320792
"obs","EUR","MES",17.8547055393942
"obs","EUR","AFR",16.7969323396804
"obs","EUR","IDZ",3.66346320796013
"obs","ROE","CHN",0.342435338050127
"obs","ROE","JPN",0.355711876630783
"obs","ROE","KOR",0.171496438980103
"obs","ROE","TWN",0.141868671894073
"obs","ROE","IND",0.188859221160412
"obs","ROE","CAN",0.168569845020771
"obs","ROE","USA",0.942862684488297
"obs","ROE","MEX",0.0333172304704785
"obs","ROE","BRA",0.13622937732935
"obs","ROE","RUS",0.166202974021435
"obs","ROE","LAM",0.152596854164498
"obs","ROE","EUR",3.9052331639193
"obs","ROE","ROE",0.125802942635492
"obs","ROE","ASI",0.270435803506523
"obs","ROE","REA",0.0898489149740198
"obs","ROE","ANZ",0.109249155740603
"obs","ROE","MES",0.537132220438681
"obs","ROE","AFR",0.25624258170696
"obs","ROE","IDZ",0.0585510354340076
"obs","ASI","CHN",3.04690123748779
"obs","ASI","JPN",2.2970813293457
"obs","ASI","KOR",1.35404767608643
"obs","ASI","TWN",0.109389301300049
"obs","ASI","IND",2.59839049530029
"obs","ASI","CAN",1.19459133148193
"obs","ASI","USA",4.75120544433594
"obs","ASI","MEX",0.05153817486763
"obs","ASI","BRA",1.22611473655701
"obs","ASI","RUS",0.468530563354492
"obs","ASI","LAM",0.582803171031177
"obs","ASI","EUR",18.2557232736945
"obs","ASI","ROE",0.552368859790266
"obs","ASI","ASI",1.20419818353653
"obs","ASI","REA",0.515643326934427
"obs","ASI","ANZ",1.68596676068287
"obs","ASI","MES",1.51654370877147
"obs","ASI","AFR",1.41432527987659
"obs","ASI","IDZ",0.338694387435913
"obs","REA","CHN",0.169817839406431
"obs","REA","JPN",0.184817873455584
"obs","REA","KOR",0.0854930410310626
"obs","REA","TWN",0.0682852292060852
"obs","REA","IND",0.113946255955845
"obs","REA","CAN",0.0971621899902821
"obs","REA","USA",0.5311239413023
"obs","REA","MEX",0.0166390897464007
"obs","REA","BRA",0.0829117810763419
"obs","REA","RUS",0.0780405180417001
"obs","REA","LAM",0.075820355986245
"obs","REA","EUR",2.10919165658695
"obs","REA","ROE",0.0668153730559861
"obs","REA","ASI",0.142106247464195
"obs","REA","REA",0.0392735694811563
"obs","REA","ANZ",0.0632484857187374
"obs","REA","MES",0.26409499857144
"obs","REA","AFR",0.124355515878648
"obs","REA","IDZ",0.030840989485383
"obs","ANZ","CHN",0.321382817370817
"obs","ANZ","JPN",1.13885439015925
"obs","ANZ","KOR",0.189982990242541
"obs","ANZ","TWN",0.153961339313537
"obs","ANZ","IND",0.286444506332278
"obs","ANZ","CAN",0.208890051566064
"obs","ANZ","USA",1.55141763657331
"obs","ANZ","MEX",0.00608711449056864
"obs","ANZ","BRA",0.0731780740469694
"obs","ANZ","RUS",0.057508237734437
"obs","ANZ","LAM",0.160653525675589
"obs","ANZ","EUR",3.25186780098913
"obs","ANZ","ROE",0.139932722106343
"obs","ANZ","ASI",0.570847386110574
"obs","ANZ","REA",0.110625326384092
"obs","ANZ","ANZ",1.06304461542948
"obs","ANZ","MES",0.616030055009993
"obs","ANZ","AFR",0.31366305869387
"obs","ANZ","IDZ",0.0606862279362977
"obs","MES","CHN",2.37975101113319
"obs","MES","JPN",2.30591343784332
"obs","MES","KOR",0.766018229484558
"obs","MES","TWN",0.248053924798965
"obs","MES","IND",1.18999449825287
"obs","MES","CAN",0.954899536132813
"obs","MES","USA",6.29019261932373
"obs","MES","MEX",0.282329383790493
"obs","MES","BRA",1.02201919174194
"obs","MES","RUS",0.832402614593506
"obs","MES","LAM",0.835919264639261
"obs","MES","EUR",18.1285411455035
"obs","MES","ROE",0.636155536359176
"obs","MES","ASI",1.1856549539566
"obs","MES","REA",0.429132008905057
"obs","MES","ANZ",0.676522679269314
"obs","MES","MES",1.23545477560163
"obs","MES","AFR",1.16036579786101
"obs","MES","IDZ",0.360672476530075
"obs","AFR","CHN",0.546225239150226
"obs","AFR","JPN",0.496292598843575
"obs","AFR","KOR",0.296467407859862
"obs","AFR","TWN",0.203511832088232
"obs","AFR","IND",0.273891473591328
"obs","AFR","CAN",0.23935748334229
"obs","AFR","USA",1.48358120334148
"obs","AFR","MEX",0.0301977832065895
"obs","AFR","BRA",0.125263561867177
"obs","AFR","RUS",0.209369017645717
"obs","AFR","LAM",0.208444631913386
"obs","AFR","EUR",5.96569306466589
"obs","AFR","ROE",0.19472834759485
"obs","AFR","ASI",0.433674172833562
"obs","AFR","REA",0.134650959067745
"obs","AFR","ANZ",0.156132292878523
"obs","AFR","MES",0.810211607476405
"obs","AFR","AFR",0.378808726761781
"obs","AFR","IDZ",0.0745417115390301
"obs","IDZ","CHN",0.0120438141822815
"obs","IDZ","JPN",0.0103858909606934
"obs","IDZ","KOR",0.00496822547912598
"obs","IDZ","TWN",0.080963737487793
"obs","IDZ","IND",0.00783020114898682
"obs","IDZ","CAN",0.00818790531158447
"obs","IDZ","USA",0.0421143341064453
"obs","IDZ","MEX",0.00149768626689911
