"Dim1","rr","Val"
"gas","MES",0.000263420464600208
"gas","AFR",0.0173186268506374
"gas","IDZ",-0.0253545639343872
"omn","JPN",0.0266033954191236
"omn","KOR",0.00452584317875648
"omn","TWN",0.00532287073283155
"omn","IND",0.00546707907407484
"omn","CAN",0.0118699984687446
"omn","USA",0.0442633017799241
"omn","MEX",0.00639147821135422
"omn","BRA",0.00797680781024535
"omn","RUS",3.68514299919909E-6
"omn","LAM",0.00881026812494068
"omn","EUR",0.0763196909088268
"omn","ROE",0.00880547320971457
"omn","ASI",0.000299696087373036
"omn","REA",0.0121226339170981
"omn","ANZ",0.00675577537774269
"omn","MES",0.00248441431922374
"omn","AFR",0.0225783371552559
"cmt","CHN",1.74968771894539E-6
"cmt","JPN",-0.0058948350725867
"cmt","KOR",0.00105275868603116
"cmt","TWN",0.0045557453972348
"cmt","IND",0.0382497697444789
"cmt","CAN",0.00576739320730402
"cmt","USA",0.00695006920704111
"cmt","MEX",0.00127798192502693
"cmt","BRA",0.00776177069051487
"cmt","RUS",4.8792869954184E-5
"cmt","LAM",0.01806525490681
"cmt","EUR",0.0493792115204367
"cmt","ROE",0.0102263865208135
"cmt","ASI",0.00100637319976789
"cmt","REA",0.00325196306251916
"cmt","ANZ",0.00543592565293139
"cmt","MES",0.014918830113437
"cmt","AFR",0.0121607025687321
"cmt","IDZ",-2.23547835953575E-6
"omt","CHN",5.6675449180254E-5
"omt","JPN",-0.00566039857074596
"omt","KOR",0.00113326998263297
"omt","TWN",0.00147590503817696
"omt","IND",0.0383474428291364
"omt","CAN",0.00476472061631816
"omt","USA",0.00829394050450261
"omt","MEX",0.00127691660781271
"omt","BRA",0.00738238052835183
"omt","RUS",0.000333222555324308
"omt","LAM",0.00688176708602542
"omt","EUR",0.0246097547947066
"omt","ROE",0.0104360658154697
"omt","ASI",0.000249355153901525
"omt","REA",0.00154195434741832
"omt","ANZ",0.00574222416924784
"omt","MES",0.012291757987114
"omt","AFR",0.0132181265761288
"omt","IDZ",1.19692889555267E-6
"vol","CHN",8.08409494107432E-5
"vol","JPN",0.00683181137505451
"vol","KOR",-0.0060444464588234
"vol","TWN",0.00462222900672604
"vol","IND",0.0179181251008875
"vol","CAN",0.00304721123733176
"vol","USA",0.00630899317450406
"vol","MEX",0.00127816246896373
"vol","BRA",0.00744180660468974
"vol","RUS",5.19143528610044E-7
"vol","LAM",0.00285602061097604
"vol","EUR",0.0814708499875968
"vol","ROE",0.00433690095009261
"vol","ASI",9.87152467294121E-5
"vol","REA",-6.24624185299763E-5
"vol","ANZ",0.00364067187777708
"vol","MES",0.00248115842452628
"vol","AFR",0.00538824966451369
"mil","CHN",-5.80629478243943E-7
"mil","JPN",-0.00987394960965471
"mil","KOR",-0.000338878382360575
"mil","TWN",0.024527980252945
"mil","IND",0.0382504861574584
"mil","CAN",0.00333242059223893
"mil","USA",0.00646573936114581
"mil","MEX",0.00127781565389273
"mil","BRA",0.00723122891533601
"mil","LAM",0.00703961161089938
"mil","EUR",0.0155657310251862
"mil","ROE",0.0171662254514561
"mil","ASI",0.000298186098994145
"mil","REA",0.00305365061228057
"mil","ANZ",0.0060085466113134
"mil","MES",0.00975060937250699
"mil","AFR",0.00781367849406626
"pcr","CHN",6.2967103053313E-5
"pcr","JPN",-0.00737242714290676
"pcr","KOR",0.00142460853596438
"pcr","TWN",0.00526736072765177
"pcr","IND",-0.0523861019910408
"pcr","CAN",0.00500445038039421
"pcr","USA",0.00662575598192805
"pcr","MEX",0.00127710252427715
"pcr","BRA",0.00718467653890076
"pcr","RUS",0.00012772593085264
"pcr","LAM",0.00963975925242163
"pcr","EUR",0.0972029525572467
"pcr","ROE",0.0092042563770053
"pcr","ASI",0.000119280834012313
"pcr","REA",0.00175075785683774
"pcr","ANZ",0.00539927774149702
"pcr","MES",0.00107719014010307
"pcr","AFR",0.00181193058755526
"pcr","IDZ",6.34150579714721E-7
"sgr","CHN",2.58420969623252E-6
"sgr","JPN",-0.0553457397797756
"sgr","KOR",0.00101339621647223
"sgr","TWN",0.0370752672636421
"sgr","IND",0.0626007041412734
"sgr","CAN",0.0136843290070144
"sgr","USA",0.00618948851689238
"sgr","MEX",0.00127748051965226
"sgr","BRA",0.0114269460104774
"sgr","RUS",3.62191688207947E-6
"sgr","LAM",-0.00049746831198891
"sgr","EUR",0.146583784015925
"sgr","ROE",0.00419694154154797
"sgr","ASI",3.21237072648949E-5
"sgr","REA",0.00463855746727627
"sgr","ANZ",0.00639463907280046
"sgr","MES",0.00085111518256279
"sgr","AFR",0.00489973045880499
"ofd","JPN",-0.0013432331350518
"ofd","KOR",0.000564298558215048
"ofd","TWN",0.0260140870082655
"ofd","IND",0.0384104113185143
"ofd","CAN",0.00497436202531265
"ofd","USA",0.0090854831465681
"ofd","MEX",0.0012786305171858
"ofd","BRA",0.00645615795710797
"ofd","RUS",0.000257346048570528
"ofd","LAM",0.00809150818380018
"ofd","EUR",0.0336771386055237
"ofd","ROE",0.00655766735048658
"ofd","ASI",0.000469737191210196
"ofd","REA",0.00445727862846864
"ofd","ANZ",0.00666406968278109
"ofd","MES",0.00631430818997152
"ofd","AFR",0.00220002286717461
"b_t","JPN",0.293266729661022
"b_t","KOR",0.000403844175562829
"b_t","TWN",0.270346006292026
"b_t","IND",0.0122558295083554
"b_t","CAN",0.00787625145323378
"b_t","USA",0.00881659093362397
"b_t","MEX",0.00510264894466872
"b_t","BRA",0.00887844748499
"b_t","RUS",5.00823871044664E-5
"b_t","LAM",0.0621805337343767
"b_t","EUR",0.119608283632582
"b_t","ROE",0.00959765640520281
"b_t","ASI",0.000133011222620806
"b_t","REA",0.0375996604480975
"b_t","ANZ",0.00581116831646492
"b_t","MES",0.0157942978516955
"b_t","AFR",0.0120009142886488
"b_t","IDZ",1.14373898072451E-5
"tex","CHN",-7.14200169294447E-8
"tex","JPN",0.0315723049383934
"tex","KOR",-0.000500087885538791
"tex","TWN",0.00273921329527027
"tex","IND",0.0319124882106616
"tex","CAN",0.0094612096138994
"tex","USA",0.00984537963117438
"tex","MEX",0.00574291679749073
"tex","BRA",0.0060326617090305
"tex","RUS",0.000214952443656324
"tex","LAM",0.007950272390119
"tex","EUR",0.051924889691681
"tex","ROE",0.00626132178707869
"tex","ASI",0.000159437625517097
"tex","REA",-0.0317075294038113
"tex","ANZ",0.007012699859294
"tex","MES",0.0029464489478681
"tex","AFR",0.00694291333245335
"wap","JPN",0.0157903292671039
"wap","KOR",0.000334293726434121
"wap","TWN",0.00506014505049179
"wap","IND",0.00985480021219909
"wap","CAN",0.00833033192402111
"wap","USA",0.0049915604776849
"wap","MEX",0.0038831247085358
"wap","BRA",0.00819618408256118
"wap","RUS",2.09261103922831E-6
"wap","LAM",0.0134426141993599
"wap","EUR",0.101577119913236
"wap","ROE",0.00328407086522791
"wap","ASI",0.000446681644579893
"wap","REA",0.00757567024462673
"wap","ANZ",0.00788799016843868
"wap","MES",0.00647700841835635
"wap","AFR",0.00733051771919879
"lea","CHN",2.52923312606633E-5
"lea","JPN",0.00555606570492062
"lea","KOR",0.000242362124215245
"lea","TWN",0.00323734207828419
"lea","IND",0.0245624447154066
"lea","CAN",0.010552626914428
"lea","USA",0.00633248487767579
"lea","MEX",0.00269969373581025
"lea","BRA",0.0105850701313971
"lea","RUS",1.18434538476375E-6
"lea","LAM",0.010507920527699
"lea","EUR",0.0767524273629836
"lea","ROE",0.00335998700071186
"lea","ASI",0.00025951576841447
"lea","REA",0.00236801015208502
"lea","ANZ",-0.00679283239522632
"lea","MES",0.00948729583166771
"lea","AFR",0.0116596506465011
"lum","JPN",0.00991468102688642
"lum","KOR",0.000318570145353192
"lum","TWN",0.00817647733273974
"lum","IND",0.00172380574278996
"lum","CAN",0.00660752386865993
"lum","USA",0.00591527502653644
"lum","MEX",0.00119312282256068
"lum","BRA",0.00835835802818974
"lum","RUS",2.20336741862948E-6
"lum","LAM",0.0184745078210971
"lum","EUR",0.0196275848077436
"lum","ROE",0.00358114524808563
"lum","ASI",0.000323246667379096
"lum","REA",0.00375124801621113
"lum","ANZ",0.0079604661108288
"lum","MES",0.000618164875400158
"lum","AFR",0.0232512667376522
"lum","IDZ",5.08167982582464E-7
"ppp","JPN",0.0152082211141891
"ppp","KOR",-0.00692908062866415
"ppp","TWN",0.0138383428571884
"ppp","IND",0.0153422438081485
"ppp","CAN",0.0117803272037552
"ppp","USA",0.00770479897276077
"ppp","MEX",0.00446727422405069
"ppp","BRA",0.00926992912943214
"ppp","RUS",5.73215444110708E-7
"ppp","LAM",0.0362061974699878
"ppp","EUR",0.0196330795312194
"ppp","ROE",0.00660364728679528
"ppp","ASI",0.00107279755985961
"ppp","REA",0.00970736811674333
"ppp","ANZ",0.00879242412480312
"ppp","MES",0.00195913482684448
"ppp","AFR",0.00811411756945924
"p_c","JPN",0.249457150103456
"p_c","KOR",0.000844597997231467
"p_c","TWN",0.00182202228495176
"p_c","IND",0.00327707352473872
"p_c","CAN",0.00197310012786456
"p_c","USA",0.025884796420376
"p_c","MEX",0.000197870022098034
"p_c","BRA",0.00442501786122751
"p_c","LAM",-0.0100134381623232
"p_c","EUR",0.22253117792836
"p_c","ROE",0.0300740445035438
"p_c","ASI",-0.0247710041233666
"p_c","REA",-0.00419918403597576
"p_c","ANZ",0.00352899500796956
"p_c","MES",0.000400543668360151
"p_c","AFR",0.0487963042356842
"crp","CHN",5.26101375932048E-5
"crp","JPN",0.0158975527503236
"crp","KOR",-0.00238921633463463
"crp","TWN",0.00423475580348565
"crp","IND",0.0215216951668867
"crp","CAN",0.00684220279651682
"crp","USA",0.00650253266170098
"crp","MEX",0.00516019942088197
"crp","BRA",0.00852286344684117
"crp","LAM",0.0171750074206843
"crp","EUR",0.0365498877199972
"crp","ROE",0.00755739791167051
"crp","ASI",0.000495466923340889
"crp","REA",0.0109150925738281
"crp","ANZ",0.00786775266015897
"crp","MES",0.00093311216725183
"crp","AFR",0.00587779651224802
"crp","IDZ",-0.00212079134621335
"nmm","CHN",4.34228308432298E-6
"nmm","JPN",0.0252481578135243
"nmm","KOR",-0.00165434327319813
"nmm","TWN",0.0065981251535655
"nmm","IND",0.0168835025334633
"nmm","CAN",0.0110369349821295
"nmm","USA",0.00964789777049835
"nmm","MEX",0.00219766801175247
"nmm","BRA",0.0102046087847451
"nmm","RUS",1.27816888462196E-6
"nmm","LAM",0.0134980502202953
"nmm","EUR",0.0223201431572679
"nmm","ROE",0.011471573510503
"nmm","ASI",0.000548917041975775
"nmm","REA",0.0128484907763914
"nmm","ANZ",0.0119558631676704
"nmm","MES",0.000886271817636891
"nmm","AFR",0.00652668884433363
"i_s","CHN",2.85536863266734E-6
"i_s","JPN",0.0193738430089614
"i_s","KOR",-0.00231395938970724
"i_s","TWN",0.00177593641861795
"i_s","IND",0.0156538307161719
"i_s","CAN",0.00910094885304491
"i_s","USA",0.0115728195552167
"i_s","MEX",0.00180606772929248
"i_s","BRA",0.00760255580191327
"i_s","LAM",-0.0319015644857788
"i_s","EUR",0.0171803947907943
"i_s","ROE",0.00496567364785164
"i_s","ASI",0.000328619405661786
"i_s","REA",0.0165297375724307
"i_s","ANZ",0.00504425556131687
"i_s","MES",0.000240605479738188
"i_s","AFR",0.00311219466190195
"nfm","JPN",0.0249431319018479
"nfm","KOR",-0.00324814205362345
"nfm","TWN",0.0026103895284314
"nfm","IND",0.0155005034537385
"nfm","CAN",0.00852344591476251
"nfm","USA",0.0109219260362057
"nfm","MEX",0.00180619841724583
"nfm","BRA",0.00781660568355758
"nfm","RUS",1.447024276513E-6
"nfm","LAM",-0.00885279816620316
"nfm","EUR",0.0130577378209199
"nfm","ROE",0.00963273857019875
"nfm","ASI",0.000412609868500103
"nfm","REA",0.0846453560740814
"nfm","ANZ",0.00272936387305313
"nfm","MES",0.000941406816968562
"nfm","AFR",0.00708842224592534
"nfm","IDZ",5.21727947511152E-7
"fmp","CHN",1.49771466526083E-8
"fmp","JPN",0.0144797113647311
"fmp","KOR",-0.0108074538580678
"fmp","TWN",0.00381545125334604
"fmp","IND",0.0138370480666761
"fmp","CAN",0.00938238909115796
"fmp","USA",0.00767807172163748
"fmp","MEX",0.00512287275343704
"fmp","BRA",0.00852160232806853
"fmp","RUS",6.44322745380066E-7
"fmp","LAM",0.0200217961093084
"fmp","EUR",0.0189955854175533
"fmp","ROE",0.00355395727067821
"fmp","ASI",0.00133167754888568
"fmp","REA",6.79297165838383E-5
"fmp","ANZ",0.00910799059365778
"fmp","MES",0.00048478903755434
"fmp","AFR",0.00626615225084814
"mvh","CHN",3.67042421565619E-6
"mvh","JPN",0.0184181442380583
"mvh","KOR",-2.55030922713395E-6
"mvh","TWN",0.00454977940560097
"mvh","IND",0.0160875271709301
"mvh","CAN",0.00312652961193571
"mvh","USA",0.00529741529898597
"mvh","MEX",0.00174156204437792
"mvh","BRA",0.00820955457126893
"mvh","RUS",3.47994250593509E-6
"mvh","LAM",0.0252242694558332
"mvh","EUR",0.0455238041742353
"mvh","ROE",0.00347257407184066
"mvh","ASI",0.000129990332862671
"mvh","REA",0.00343325679214542
"mvh","ANZ",0.00263099298961078
"mvh","MES",0.00042407026241267
"mvh","AFR",0.00117532232863462
"mvh","IDZ",6.74826777691262E-6
"otn","JPN",0.022590648184354
"otn","KOR",-0.000844789393121603
"otn","TWN",0.00505278266704545
"otn","IND",0.0260369937115632
"otn","CAN",0.00492567966849333
"otn","USA",0.00700194895677886
"otn","MEX",0.00174039128245551
"otn","BRA",0.00704740563917605
"otn","RUS",6.36957103505864E-7
"otn","LAM",0.0347596367817214
"otn","EUR",0.0157041434902483
"otn","ROE",0.0184539491398346
"otn","ASI",0.00384842661084621
"otn","REA",-0.0061673904550766
"otn","ANZ",0.0142596961042867
"otn","MES",0.00120953916401988
"otn","AFR",0.00695525518626269
"otn","IDZ",1.29662258582242E-5
"ele","CHN",5.17986263435881E-6
"ele","JPN",0.0166070235467137
"ele","KOR",-0.000190573804784044
"ele","TWN",0.00154596529604323
"ele","IND",0.0192588991576044
