"Dim1","rr","Val"
"ele","CAN",0.00644404033701107
"ele","USA",0.00725272704394275
"ele","MEX",0.00451654992768302
"ele","BRA",0.0080160189540025
"ele","RUS",6.28370496524866E-7
"ele","LAM",0.0125553889560424
"ele","EUR",0.0606307069512291
"ele","ROE",0.00357825793287177
"ele","ASI",0.000432370138751236
"ele","REA",0.00273490210758085
"ele","ANZ",0.00444815270744735
"ele","MES",0.00252460819907027
"ele","AFR",0.0079088924697773
"ome","CHN",3.34768970536628E-6
"ome","JPN",0.0161139998963452
"ome","KOR",-0.00151773088138118
"ome","TWN",0.00522312755496679
"ome","IND",0.0153251237033986
"ome","CAN",0.00757210528289953
"ome","USA",0.0070136751942107
"ome","MEX",0.00530299424158887
"ome","BRA",0.00943697595738446
"ome","RUS",2.75397754090356E-5
"ome","LAM",0.00946613065057944
"ome","EUR",0.0276007649715535
"ome","ROE",0.00547395362387277
"ome","ASI",0.00117390979964755
"ome","REA",-0.00243637393553986
"ome","ANZ",0.0121693345829076
"ome","MES",0.00336617732326465
"ome","AFR",0.00162133576786364
"ome","IDZ",5.67740255252858E-7
"omf","CHN",2.89213095364023E-5
"omf","JPN",0.0197634447490803
"omf","KOR",0.000851273962118815
"omf","TWN",0.00449093849197646
"omf","IND",0.0172118522816247
"omf","CAN",0.0104598880291088
"omf","USA",0.00728118695624669
"omf","MEX",0.00498435805022457
"omf","BRA",0.00723754159817069
"omf","RUS",1.41615544235751E-6
"omf","LAM",0.0123368011310172
"omf","EUR",0.053068768147478
"omf","ROE",0.00499664086791876
"omf","ASI",0.000507889339649247
"omf","REA",0.00902911769066702
"omf","ANZ",0.00959682795114121
"omf","MES",0.00158685016016321
"omf","AFR",0.00215067399131279
"ely","CHN",2.55185625583411E-5
"ely","JPN",0.0496855685732855
"ely","KOR",0.00151364646086949
"ely","TWN",0.00893917343812856
"ely","IND",-0.0645912905149879
"ely","CAN",0.0359712584025362
"ely","USA",0.034102493044745
"ely","MEX",0.00201781107275123
"ely","BRA",0.00880175373221792
"ely","LAM",0.011933078874442
"ely","EUR",0.0504435135442125
"ely","ROE",0.00224129825624929
"ely","ASI",0.00322578707070151
"ely","REA",0.00485019311626197
"ely","ANZ",0.0166338240942588
"ely","MES",0.0140503033749864
"ely","AFR",0.00912007193610639
"ely","IDZ",-0.0732570261138081
"wtr","JPN",-0.0375813708380082
"wtr","KOR",0.000622016325304786
"wtr","TWN",0.004769622414729
"wtr","IND",0.00656857987614767
"wtr","CAN",0.0130931210085676
"wtr","USA",0.0313437169471106
"wtr","MEX",0.00330106889528525
"wtr","BRA",0.00465610350272327
"wtr","RUS",3.96889464859829E-6
"wtr","LAM",0.00746629227122454
"wtr","EUR",0.0106026428478123
"wtr","ROE",-0.0214153207452968
"wtr","ASI",0.00424244468760959
"wtr","REA",0.00606064004838025
"wtr","ANZ",0.00263275767671324
"wtr","MES",0.000938562758129238
"wtr","AFR",0.00805497962462874
"cns","CHN",7.47436813150834E-7
"cns","JPN",0.00710007356352882
"cns","KOR",0.00220411236448947
"cns","TWN",0.00693000259931553
"cns","IND",0.00909613030256895
"cns","CAN",0.0210117513043699
"cns","USA",0.00605465428283847
"cns","MEX",0.00179586632310069
"cns","BRA",0.00460928045242348
"cns","RUS",1.77668065647341E-5
"cns","LAM",0.0141704227087375
"cns","EUR",0.0196605992156411
"cns","ROE",0.00986754833747771
"cns","ASI",0.00330868191757582
"cns","REA",0.00674002790892453
"cns","ANZ",0.00780614270210688
"cns","MES",0.000974866153735126
"cns","AFR",0.0190679139929069
"cns","IDZ",1.20550794080465E-6
"trd","JPN",0.00409315292841117
"trd","KOR",0.0057604413905844
"trd","TWN",0.0211705736473725
"trd","IND",0.00554093930296595
"trd","CAN",0.0232520370024751
"trd","USA",0.0378775590314769
"trd","MEX",0.00752989392133352
"trd","BRA",0.0107650462969201
"trd","RUS",3.11252067416445E-5
"trd","LAM",0.0518832073056234
"trd","EUR",0.00798372654763554
"trd","ROE",0.00900159978963813
"trd","ASI",0.00120675548699219
"trd","REA",0.0249962773277173
"trd","ANZ",0.015712961426275
"trd","MES",0.00102481082947341
"trd","AFR",0.0127095381681634
"otp","JPN",0.0298304955476331
"otp","KOR",0.00319389258937375
"otp","TWN",0.0232024618128687
"otp","IND",-0.00158065445913991
"otp","CAN",0.0233152705487508
"otp","USA",-0.0515297204782055
"otp","MEX",-0.000196853903118299
"otp","BRA",0.0046029526328083
"otp","RUS",3.9545555997611E-6
"otp","LAM",0.014310058643192
"otp","EUR",0.00517124595713545
"otp","ROE",0.00843772084479073
"otp","ASI",0.00803483144133897
"otp","REA",0.00376075721650349
"otp","ANZ",0.0141750722167055
"otp","MES",0.00275942521678568
"otp","AFR",0.011310728432235
"otp","IDZ",-0.000457770628564225
"wtp","CHN",8.94143834082196E-6
"wtp","JPN",0.013961163592573
"wtp","KOR",0.00270584667330387
"wtp","TWN",0.00444456582842578
"wtp","IND",0.0202664110567164
"wtp","CAN",0.00828483853887463
"wtp","USA",0.0193889292010929
"wtp","MEX",0.00154530352416193
"wtp","BRA",0.00460295627090945
"wtp","RUS",2.30631204722886E-6
"wtp","LAM",0.0153698309067488
"wtp","EUR",0.00187034255242963
"wtp","ROE",0.00480925556984542
"wtp","ASI",0.00173565736453575
"wtp","REA",-0.000781319709966337
"wtp","ANZ",0.0060471069877268
"wtp","MES",0.00172945460460914
"wtp","AFR",0.0154673403735299
"wtp","IDZ",-6.64017540952244E-7
"atp","CHN",1.14165150189353E-5
"atp","JPN",0.0451854363247921
"atp","KOR",0.00376209775476988
"atp","TWN",0.00886481318663757
"atp","IND",0.00362981262064843
"atp","CAN",0.0191031161341975
"atp","USA",0.0145517763938636
"atp","MEX",0.0147362144550803
"atp","BRA",0.00460325794384187
"atp","LAM",0.0582492754883751
"atp","EUR",0.0149127038774209
"atp","ROE",0.00812592181361567
"atp","ASI",0.00176140009892038
"atp","REA",0.0102961753711676
"atp","ANZ",0.00663103371648988
"atp","MES",0.00446470852424001
"atp","AFR",0.0107505852695124
"cmn","CHN",5.49409452945665E-6
"cmn","JPN",0.00456075383169452
"cmn","KOR",0.00335853140736719
"cmn","TWN",0.0107261726195309
"cmn","IND",-0.0204834406480106
"cmn","CAN",0.0184415010844394
"cmn","USA",0.024841210959763
"cmn","MEX",0.00341794692993336
"cmn","BRA",0.0150399490779678
"cmn","RUS",2.5430553268535E-5
"cmn","LAM",0.0450561913624356
"cmn","EUR",0.0165505801575916
"cmn","ROE",0.0132071337387864
"cmn","ASI",0.00279503025815531
"cmn","REA",0.0146796737420047
"cmn","ANZ",0.00539959759968079
"cmn","MES",0.00400401924764823
"cmn","AFR",0.0119755034566563
"ofi","CHN",-1.19152178301018E-6
"ofi","JPN",0.0116261643862382
"ofi","KOR",0.00231749822652505
"ofi","TWN",0.0954550720223421
"ofi","IND",0.00288602794900339
"ofi","CAN",0.0192151957887184
"ofi","USA",0.0307180559828523
"ofi","MEX",0.0152999319788937
"ofi","BRA",0.0121403572780575
"ofi","RUS",9.20182628982857E-5
"ofi","LAM",0.0211739233473607
"ofi","EUR",0.0178228441728188
"ofi","ROE",0.010625093938415
"ofi","ASI",0.000835812600586305
"ofi","REA",0.00727911200432953
"ofi","ANZ",0.0192722099725633
"ofi","MES",0.00115127772785066
"ofi","AFR",0.0139789791227089
